Data from WELLPATH_ORIGINAL_SURVEY_POINTS_1.ASC has been resampled to 0.2 
meters and linearly interpolated between original survey points. Computed 
2011-08-31

HEADER INFORMATION 
----------------------------------------------------------------
COMPANY: STATOIL NORWAY
FIELD:  EXPLORATION - UTM Zone 31
WELL NAME: 15/6-12
WELLBORE NAME: 15/6-12 McHenry
Drilled From: Surface
Kick Off Depth: 0.00m
Survey Name: 15/6-12 McHenry
Survey Date: 16.02.2011
Extraction Date: 12.08.2011
----------------------------------------------------------------
Calculation Method: Minimum Curvature
Datum Name: WELL
LAT Reference: Site
----------------------------------------------------------------
Slot EW Map: 426697.000m
Slot NS Map: 6499708.000m
Surface Latitude Map: 58° 37' 48.515 N
Surface Longitude Map: 1° 44' 15.483 E
Bottom Hole MD: 3930.00m
Bottom Hole TVD: 3929.65m
Bottom Hole EW Map: 426694.704m
Bottom Hole NS Map: 6499691.286m
----------------------------------------------------------------
Water Depth: 115.50m
KB-WH: 23.50m
KB-MSL: 23.50m
System Datum: Mean Sea Level
----------------------------------------------------------------
Map-Zone: Zone 31N (0 E to 6 E)
North Reference: Grid
Geo Datum: European 1950 - Mean
VSDIR: 360
----------------------------------------------------------------
SURVEY LIST
MD             Inc            Azim           TVD            X-Offset (E/W) Y-Offset (N/S) UTM E/W        UTM N/S        DLS
m RKB          deg            deg            m RKB          m              m              m              m              deg/30m
48.20          0.00           124.83         48.20          0.000          0.000          426697.000     6499708.000    0.00
48.40          0.00           125.35         48.40          0.000          0.000          426697.000     6499708.000    0.00
48.60          0.00           125.87         48.60          0.000          0.000          426697.000     6499708.000    0.00
48.80          0.00           126.39         48.80          0.000          0.000          426697.000     6499708.000    0.00
49.00          0.00           126.91         49.00          0.000          0.000          426697.000     6499708.000    0.00
49.20          0.00           127.42         49.20          0.000          0.000          426697.000     6499708.000    0.00
49.40          0.00           127.94         49.40          0.000          0.000          426697.000     6499708.000    0.00
49.60          0.00           128.46         49.60          0.000          0.000          426697.000     6499708.000    0.00
49.80          0.00           128.98         49.80          0.000          0.000          426697.000     6499708.000    0.00
50.00          0.00           129.50         50.00          0.000          0.000          426697.000     6499708.000    0.00
50.20          0.00           130.01         50.20          0.000          0.000          426697.000     6499708.000    0.00
50.40          0.00           130.53         50.40          0.000          0.000          426697.000     6499708.000    0.00
50.60          0.00           131.05         50.60          0.000          0.000          426697.000     6499708.000    0.00
50.80          0.00           131.57         50.80          0.000          0.000          426697.000     6499708.000    0.00
51.00          0.00           132.09         51.00          0.000          0.000          426697.000     6499708.000    0.00
51.20          0.00           132.60         51.20          0.000          0.000          426697.000     6499708.000    0.00
51.40          0.00           133.12         51.40          0.000          0.000          426697.000     6499708.000    0.00
51.60          0.00           133.64         51.60          0.000          0.000          426697.000     6499708.000    0.00
51.80          0.00           134.16         51.80          0.000          0.000          426697.000     6499708.000    0.00
52.00          0.00           134.68         52.00          0.000          0.000          426697.000     6499708.000    0.00
52.20          0.00           135.19         52.20          0.000          0.000          426697.000     6499708.000    0.00
52.40          0.00           135.71         52.40          0.000          0.000          426697.000     6499708.000    0.00
52.60          0.00           136.23         52.60          0.000          0.000          426697.000     6499708.000    0.00
52.80          0.00           136.75         52.80          0.000          0.000          426697.000     6499708.000    0.00
53.00          0.00           137.27         53.00          0.000          0.000          426697.000     6499708.000    0.00
53.20          0.00           137.78         53.20          0.000          0.000          426697.000     6499708.000    0.00
53.40          0.00           138.30         53.40          0.000          0.000          426697.000     6499708.000    0.00
53.60          0.00           138.82         53.60          0.000          0.000          426697.000     6499708.000    0.00
53.80          0.00           139.34         53.80          0.000          0.000          426697.000     6499708.000    0.00
54.00          0.00           139.86         54.00          0.000          0.000          426697.000     6499708.000    0.00
54.20          0.00           140.37         54.20          0.000          0.000          426697.000     6499708.000    0.00
54.40          0.00           140.89         54.40          0.000          0.000          426697.000     6499708.000    0.00
54.60          0.00           141.41         54.60          0.000          0.000          426697.000     6499708.000    0.00
54.80          0.00           141.93         54.80          0.000          0.000          426697.000     6499708.000    0.00
55.00          0.00           142.45         55.00          0.000          0.000          426697.000     6499708.000    0.00
55.20          0.00           142.96         55.20          0.000          0.000          426697.000     6499708.000    0.00
55.40          0.00           143.48         55.40          0.000          0.000          426697.000     6499708.000    0.00
55.60          0.00           144.00         55.60          0.000          0.000          426697.000     6499708.000    0.00
55.80          0.00           144.52         55.80          0.000          0.000          426697.000     6499708.000    0.00
56.00          0.00           145.04         56.00          0.000          0.000          426697.000     6499708.000    0.00
56.20          0.00           145.55         56.20          0.000          0.000          426697.000     6499708.000    0.00
56.40          0.00           146.07         56.40          0.000          0.000          426697.000     6499708.000    0.00
56.60          0.00           146.59         56.60          0.000          0.000          426697.000     6499708.000    0.00
56.80          0.00           147.11         56.80          0.000          0.000          426697.000     6499708.000    0.00
57.00          0.00           147.63         57.00          0.000          0.000          426697.000     6499708.000    0.00
57.20          0.00           148.14         57.20          0.000          0.000          426697.000     6499708.000    0.00
57.40          0.00           148.66         57.40          0.000          0.000          426697.000     6499708.000    0.00
57.60          0.00           149.18         57.60          0.000          0.000          426697.000     6499708.000    0.00
57.80          0.00           149.70         57.80          0.000          0.000          426697.000     6499708.000    0.00
58.00          0.00           150.22         58.00          0.000          0.000          426697.000     6499708.000    0.00
58.20          0.00           150.73         58.20          0.000          0.000          426697.000     6499708.000    0.00
58.40          0.00           151.25         58.40          0.000          0.000          426697.000     6499708.000    0.00
58.60          0.00           151.77         58.60          0.000          0.000          426697.000     6499708.000    0.00
58.80          0.00           152.29         58.80          0.000          0.000          426697.000     6499708.000    0.00
59.00          0.00           152.81         59.00          0.000          0.000          426697.000     6499708.000    0.00
59.20          0.00           153.32         59.20          0.000          0.000          426697.000     6499708.000    0.00
59.40          0.00           153.84         59.40          0.000          0.000          426697.000     6499708.000    0.00
59.60          0.00           154.36         59.60          0.000          0.000          426697.000     6499708.000    0.00
59.80          0.00           154.88         59.80          0.000          0.000          426697.000     6499708.000    0.00
60.00          0.00           155.40         60.00          0.000          0.000          426697.000     6499708.000    0.00
60.20          0.00           155.91         60.20          0.000          0.000          426697.000     6499708.000    0.00
60.40          0.00           156.43         60.40          0.000          0.000          426697.000     6499708.000    0.00
60.60          0.00           156.95         60.60          0.000          0.000          426697.000     6499708.000    0.00
60.80          0.00           157.47         60.80          0.000          0.000          426697.000     6499708.000    0.00
61.00          0.00           157.99         61.00          0.000          0.000          426697.000     6499708.000    0.00
61.20          0.00           158.50         61.20          0.000          0.000          426697.000     6499708.000    0.00
61.40          0.00           159.02         61.40          0.000          0.000          426697.000     6499708.000    0.00
61.60          0.00           159.54         61.60          0.000          0.000          426697.000     6499708.000    0.00
61.80          0.00           160.06         61.80          0.000          0.000          426697.000     6499708.000    0.00
62.00          0.00           160.58         62.00          0.000          0.000          426697.000     6499708.000    0.00
62.20          0.00           161.09         62.20          0.000          0.000          426697.000     6499708.000    0.00
62.40          0.00           161.61         62.40          0.000          0.000          426697.000     6499708.000    0.00
62.60          0.00           162.13         62.60          0.000          0.000          426697.000     6499708.000    0.00
62.80          0.00           162.65         62.80          0.000          0.000          426697.000     6499708.000    0.00
63.00          0.00           163.17         63.00          0.000          0.000          426697.000     6499708.000    0.00
63.20          0.00           163.68         63.20          0.000          0.000          426697.000     6499708.000    0.00
63.40          0.00           164.20         63.40          0.000          0.000          426697.000     6499708.000    0.00
63.60          0.00           164.72         63.60          0.000          0.000          426697.000     6499708.000    0.00
63.80          0.00           165.24         63.80          0.000          0.000          426697.000     6499708.000    0.00
64.00          0.00           165.76         64.00          0.000          0.000          426697.000     6499708.000    0.00
64.20          0.00           166.27         64.20          0.000          0.000          426697.000     6499708.000    0.00
64.40          0.00           166.79         64.40          0.000          0.000          426697.000     6499708.000    0.00
64.60          0.00           167.31         64.60          0.000          0.000          426697.000     6499708.000    0.00
64.80          0.00           167.83         64.80          0.000          0.000          426697.000     6499708.000    0.00
65.00          0.00           168.35         65.00          0.000          0.000          426697.000     6499708.000    0.00
65.20          0.00           168.86         65.20          0.000          0.000          426697.000     6499708.000    0.00
65.40          0.00           169.38         65.40          0.000          0.000          426697.000     6499708.000    0.00
65.60          0.00           169.90         65.60          0.000          0.000          426697.000     6499708.000    0.00
65.80          0.00           170.42         65.80          0.000          0.000          426697.000     6499708.000    0.00
66.00          0.00           170.94         66.00          0.000          0.000          426697.000     6499708.000    0.00
66.20          0.00           171.45         66.20          0.000          0.000          426697.000     6499708.000    0.00
66.40          0.00           171.97         66.40          0.000          0.000          426697.000     6499708.000    0.00
66.60          0.00           172.49         66.60          0.000          0.000          426697.000     6499708.000    0.00
66.80          0.00           173.01         66.80          0.000          0.000          426697.000     6499708.000    0.00
67.00          0.00           173.53         67.00          0.000          0.000          426697.000     6499708.000    0.00
67.20          0.00           174.04         67.20          0.000          0.000          426697.000     6499708.000    0.00
67.40          0.00           174.56         67.40          0.000          0.000          426697.000     6499708.000    0.00
67.60          0.00           175.08         67.60          0.000          0.000          426697.000     6499708.000    0.00
67.80          0.00           175.60         67.80          0.000          0.000          426697.000     6499708.000    0.00
68.00          0.00           176.12         68.00          0.000          0.000          426697.000     6499708.000    0.00
68.20          0.00           176.63         68.20          0.000          0.000          426697.000     6499708.000    0.00
68.40          0.00           177.15         68.40          0.000          0.000          426697.000     6499708.000    0.00
68.60          0.00           177.67         68.60          0.000          0.000          426697.000     6499708.000    0.00
68.80          0.00           178.19         68.80          0.000          0.000          426697.000     6499708.000    0.00
69.00          0.00           178.71         69.00          0.000          0.000          426697.000     6499708.000    0.00
69.20          0.00           179.22         69.20          0.000          0.000          426697.000     6499708.000    0.00
69.40          0.00           179.74         69.40          0.000          0.000          426697.000     6499708.000    0.00
69.60          0.00           180.26         69.60          0.000          0.000          426697.000     6499708.000    0.00
69.80          0.00           180.78         69.80          0.000          0.000          426697.000     6499708.000    0.00
70.00          0.00           181.30         70.00          0.000          0.000          426697.000     6499708.000    0.00
70.20          0.00           181.81         70.20          0.000          0.000          426697.000     6499708.000    0.00
70.40          0.00           182.33         70.40          0.000          0.000          426697.000     6499708.000    0.00
70.60          0.00           182.85         70.60          0.000          0.000          426697.000     6499708.000    0.00
70.80          0.00           183.37         70.80          0.000          0.000          426697.000     6499708.000    0.00
71.00          0.00           183.88         71.00          0.000          0.000          426697.000     6499708.000    0.00
71.20          0.00           184.40         71.20          0.000          0.000          426697.000     6499708.000    0.00
71.40          0.00           184.92         71.40          0.000          0.000          426697.000     6499708.000    0.00
71.60          0.00           185.44         71.60          0.000          0.000          426697.000     6499708.000    0.00
